Alloy name (composition),Phase (if known),FCC,BCC,Im,HCP,sigma,Processing (if known),Processing (Binary),Reference,Hardness (HV),Yield strength (MPa),Tensile strength (MPa),Elongation (ductility) %,Compressive strength (MPa),Plasticity  (ductility) %,delete,duplicate
Al0.3CoCrFeNi ,FCC,1,0,0,0,0,"AM, CR 90%, SN 1150 ◦C/2 min, AG 620 ◦C/50 h, WQ ",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,490,840,45,,,,
Al0.3CoCrFeNi ,FCC,1,0,0,0,0,"AM, CR 90%, SN 1150 ◦C/60 min, AG 700 ◦C/50 h, WQ ",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,215,520,43,,,,
Cr15Fe20Co35Ni20Mo10 ,FCC+μ,1,0,0,0,0,"AM, HM",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,408,714,22,,,,
Cr15Fe20Co35Ni20Mo10 ,FCC+μ,1,0,0,0,0,"AM, HM, HR, CR 70%, AN 1000 ◦ C/1h, AC",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,799,1127,28,,,,
Cr15Fe20Co35Ni20Mo10 ,FCC+μ,1,0,0,0,0,"AM, HM, HR, CR 70%, AN 1000 ◦ C/5min, WQ",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,879,1194,25,,,,
Cr15Fe20Co35Ni20Mo10 ,FCC+μ,1,0,0,0,0,"AM, HM, HR, CR 70%, AN 1500 ◦ C/1h, AC",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,350,918,62,,,,
Cr15Fe20Co35Ni20Mo10 ,FCC+μ,1,0,0,0,0,"AM, HM, HR, CR 70%, AN 800 ◦ C/1h, AC",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,1311,1410,12,,,,
Cr15Fe20Co35Ni20Mo10 ,FCC+μ,1,0,0,0,0,"AM, HM, HR, CR 70%, AN 850 ◦ C/5min, WQ",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,1212,1360,15,,,,
Cr15Fe20Co35Ni20Mo10 ,FCC+μ,1,0,0,0,0,"AM, HM, HR, CR 70%, AN 900 ◦ C/5min, WQ",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,1028,1249,18,,,,
TiZrNbHfTa ,BCC,0,1,0,0,0,"AM, IM, CR, HT 1100 ◦ C/5h",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,830,830,9,,,,
TiZrNbHfTa ,BCC,0,1,0,0,0,"AM, IM, CR, HT 1100 ◦ C/5h, HPT",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,1900,1900,8,,,,
TiZrNbHfTa ,BCC1 + BCC2 ,0,1,0,0,0,"AM, IM, CR, HT 1100 ◦ C/5h, HPT, AN 800 ◦ C/1h",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,795,795,5,,,,
Al0.3CoCrFeNi ,FCC,1,0,0,0,0,"AM,CR90%,SN1150◦C/60min,AG550◦C/150h,WQ ",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,285,540,55,,,,
Al0.25CrNbTiVZr,BCC +C14 (hcp) Laves,0,1,1,1,0,"anenealing at 1200C, compression tests @1000C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,650,,,,130,55,,
Al0.5CrNbTiVZr,BCC +C14 (hcp) Laves,0,1,1,1,0,"anenealing at 1200C, compression tests @1000C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,660,,,,265,55,,
AlCrNbTiVZr,BCC +C14 (hcp) Laves,0,1,1,1,0,"anenealing at 1200C, compression tests @1000C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,670,,,,305,55,,
CrNbTiVZr,BCC + fcc,1,1,0,0,0,"anenealing at 1200C, compression tests @1000C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,520,,,,95,55,,
Al0.25CrNbTiVZr,BCC +C14 (hcp) Laves,0,1,1,1,0,"anenealing at 1200C, compression tests @22C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,650,,,,1095,0,,
Al0.5CrNbTiVZr,BCC +C14 (hcp) Laves,0,1,1,1,0,"anenealing at 1200C, compression tests @22C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,660,,,,1630,0,,
AlCrNbTiVZr,BCC +C14 (hcp) Laves,0,1,1,1,0,"anenealing at 1200C, compression tests @22C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,670,,,,850,0,,
CrNbTiVZr,BCC + fcc,1,1,0,0,0,"anenealing at 1200C, compression tests @22C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,520,,,,1260,0.2,,
Al0.25CrNbTiVZr,BCC +C14 (hcp) Laves,0,1,1,1,0,"anenealing at 1200C, compression tests @600C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,650,,,,1365,0.2,,
Al0.5CrNbTiVZr,BCC +C14 (hcp) Laves,0,1,1,1,0,"anenealing at 1200C, compression tests @600C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,660,,,,1105,0,,
AlCrNbTiVZr,BCC +C14 (hcp) Laves,0,1,1,1,0,"anenealing at 1200C, compression tests @600C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,670,,,,620,0,,
CrNbTiVZr,BCC + fcc,1,1,0,0,0,"anenealing at 1200C, compression tests @600C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,520,,,,795,0,,
Al0.25CrNbTiVZr,BCC +C14 (hcp) Laves,0,1,1,1,0,"anenealing at 1200C, compression tests @800C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,650,,,,680,55,,
Al0.5CrNbTiVZr,BCC +C14 (hcp) Laves,0,1,1,1,0,"anenealing at 1200C, compression tests @800C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,660,,,,970,55,,
AlCrNbTiVZr,BCC +C14 (hcp) Laves,0,1,1,1,0,"anenealing at 1200C, compression tests @800C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,670,,,,1250,0.3,,
CrNbTiVZr,BCC + fcc,1,1,0,0,0,"anenealing at 1200C, compression tests @800C",1,http://dx.doi.org/10.1016/j.matchar.2016.09.039,520,,,,440,55,,
CoCrFeNi,FCC,1,0,0,0,0,Annealed,1,dx.doi.org/10.1016/j.jallcom.2013.12.210,160,130,458,87,190,80,,
CoCrFeNiMn,FCC,1,0,0,0,0,Annealed,1,dx.doi.org/10.1016/j.jallcom.2013.12.210,135,162,443,68,,,,
CoCrFeNiMnV,FCC+σ,1,0,0,0,1,Annealed,1,dx.doi.org/10.1016/j.jallcom.2013.12.210,636,,62,0,1660,0.5,,
CoCrFeNiV,FCC+σ,1,0,0,0,1,Annealed,1,dx.doi.org/10.1016/j.jallcom.2013.12.210,587,,330,0,1435,2.5,,
Nb16.7Ni16.7Ti16.7Co16.7Zr16.7Hf16.7,FCC+BCC+NbNi intermetallic,1,1,0,0,0,Annealed,1,dx.doi.org/10.1016/j.pnsc.2015.09.001,520.1,,,,,,,
Al20Cr10Nb15Ti20V25Zr10 ,B2,0,0,0,0,0,"Annealed at 1200 ◦C, 24 h",1,https://doi.org/10.1016/j.matlet.2020.127372 ,320,,,,,,,
Al20Cr10Nb15Ti20V25Zr10 ,C14 Laves ,0,0,1,0,0,"Annealed at 1200 ◦C, 24 h",1,https://doi.org/10.1016/j.matlet.2020.127372 ,460,,,,,,,
Al20Cr10Nb15Ti20V25Zr10 ,Zr5Al3-type ,0,0,0,0,0,"Annealed at 1200 ◦C, 24 h",1,https://doi.org/10.1016/j.matlet.2020.127372 ,600,,,,,,,
C0.05Hf0.25NbTaW0.5 ,BCC+FCC,1,1,0,0,0,annealed RHEAs ,1,https://doi.org/10.1016/j.jmst.2021.05.015 ,423,1115,,,,36.7,,
C0.15Hf0.25NbTaW0.5 ,BCC+FCC,1,1,0,0,0,annealed RHEAs ,1,https://doi.org/10.1016/j.jmst.2021.05.015 ,469,1218,,,,39.7,,
C0.1Hf0.25NbTaW0.5 ,BCC+FCC,1,1,0,0,0,annealed RHEAs ,1,https://doi.org/10.1016/j.jmst.2021.05.015 ,444,1194,,,,41.1,,
C0.25Hf0.25NbTaW0.5 ,BCC+FCC,1,1,0,0,0,annealed RHEAs ,1,https://doi.org/10.1016/j.jmst.2021.05.015 ,514,1337,,,,31,,
C0.2Hf0.25NbTaW0.5 ,BCC+FCC,1,1,0,0,0,annealed RHEAs ,1,https://doi.org/10.1016/j.jmst.2021.05.015 ,488,1279,,,,31.1,,
C0Hf0.25NbTaW0.5 ,BCC,0,1,0,0,0,annealed RHEAs ,1,https://doi.org/10.1016/j.jmst.2021.05.015 ,355,942,,,,25,,
Nb20Ni20Ti20Co20Zr20,BCC,0,1,0,0,0,Annealing at 1000 °C,1,dx.doi.org/10.1016/j.pnsc.2015.09.001,489.2,,,,60,55,,
CoCrFeMnNi,FCC,1,0,0,0,0,annealing at 1000 C,1,dx.doi.org/10.1016/j.jallcom.2014.12.157,135,,,,230,80,,
CoCrFeMnNiV,FCC,1,0,0,0,0,annealing at 1000 C,1,dx.doi.org/10.1016/j.jallcom.2014.12.157,636,,,,1660,0.5,,
CoCrFeMnNiV0.25,FCC,1,0,0,0,0,annealing at 1000 C,1,dx.doi.org/10.1016/j.jallcom.2014.12.157,144,,,,200,80,,
CoCrFeMnNiV0.5,FCC,1,0,0,0,0,annealing at 1000 C,1,dx.doi.org/10.1016/j.jallcom.2014.12.157,275,,,,620,80,,
CoCrFeMnNiV0.75,FCC,1,0,0,0,0,annealing at 1000 C,1,dx.doi.org/10.1016/j.jallcom.2014.12.157,380,,,,740,7.8,,
Al0.25CrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 1000°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,130,55,,
Al0.5CrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 1000°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,265,55,,
AlCr0.5NbTiV,BCC_A2,0,1,0,0,0,annealing at 1000°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,40,55,,
AlCr1.5NbTiV,BCC_A2+FCC_C15,1,1,0,0,0,annealing at 1000°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,75,55,,
AlCrNbTiV,BCC_A2,0,1,0,0,0,annealing at 1000°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,65,55,,
AlCrNbTiVZr,BCC+HCP,0,1,0,1,0,annealing at 1000°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,305,55,,
AlNbTiV,BCC_A2,0,1,0,0,0,annealing at 1000°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,110,55,,
CrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 1000°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,95,55,,
Al0.25CrNbTiVZr,BCC+HCP,0,1,0,1,0,annealing at 1200°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,650,,,,,,,
Al0.5CrNbTiVZr,BCC+HCP,0,1,0,1,0,annealing at 1200°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,660,,,,,,,
AlCrNbTiVZr,BCC+HCP,0,1,0,1,0,annealing at 1200°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,670,,,,,,,
CrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 1200°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,520,,,,,,,
Al0.25CrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 22°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,1095,0,,
Al0.5CrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 22°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,1630,0,,
AlCrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 22°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,850,0,,
CrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 22°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,1260,0.2,,
AlCr0.5NbTiV,bcc,0,1,0,0,0,annealing at 22°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,1300,0.8,,
AlCr1.5NbTiV,bcc,0,1,0,0,0,annealing at 22°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,1700,0,,
AlCrNbTiV,bcc,0,1,0,0,0,annealing at 22°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,1550,0.4,,
AlNbTiV,bcc,0,1,0,0,0,annealing at 22°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,1000,5.2,,
Nb20Ni20Ti20Co20Zr20,BCC,0,1,0,0,0,Annealing at 600 °C,1,dx.doi.org/10.1016/j.pnsc.2015.09.001,489.2,,,,1385,8,,
Al0.25CrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 600°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,1365,0.2,,
Al0.5CrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 600°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,1105,0,,
AlCr0.5NbTiV,BCC_A2+Ti3Al+Laves,0,1,1,0,0,annealing at 600°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,1005,2.5,,
AlCr1.5NbTiV,BCC_A2+FCC_C15+Laves,1,1,1,0,0,annealing at 600°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,1370,0.8,,
AlCrNbTiV,BCC_A2+Ti3Al+Laves,0,1,1,0,0,annealing at 600°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,1015,1.5,,
AlCrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 600°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,620,0,,
AlNbTiV,BCC_A2+Ti3Al,0,1,0,0,0,annealing at 600°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,780,12.5,,
CrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 600°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,795,0,,
Fe49.5Mn29.7Co9.9Cr9.9C1 ,FCC γ ,1,0,0,0,0,Annealing at 650°C,1,https://doi.org/10.1016/j.jmst.2021.09.005 ,,666,986,27,,,,
Nb20Ni20Ti20Co20Zr20,BCC,0,1,0,0,0,Annealing at 700 °C,1,dx.doi.org/10.1016/j.pnsc.2015.09.001,489.2,,,,668,55,,
Nb20Ni20Ti20Co20Zr20,BCC,0,1,0,0,0,Annealing at 800 °C,1,dx.doi.org/10.1016/j.pnsc.2015.09.001,489.2,,,,427,55,,
Al0.25CrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 800°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,680,55,,
Al0.5CrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 800°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,970,55,,
AlCr0.5NbTiV,BCC_A2,0,1,0,0,0,annealing at 800°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,640,55,,
AlCr1.5NbTiV,BCC_A2+FCC_C15,1,1,0,0,0,annealing at 800°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,970,55,,
AlCrNbTiV,BCC_A2+FCC_C15,1,1,0,0,0,annealing at 800°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,860,55,,
AlCrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 800°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,1250,0.3,,
AlNbTiV,BCC_A2,0,1,0,0,0,annealing at 800°C,1,dx.doi.org/10.1016/j.jallcom.2015.08.224,,,,,560,55,,
CrNbTiVZr,BCC+FCC,1,1,0,0,0,annealing at 800°C,1,dx.doi.org/10.1016/j.matchar.2016.09.039,,,,,440,55,,
Fe49.5Mn29.7Co9.9Cr9.9C1 ,FCC γ ,1,0,0,0,0,Annealing at 800°C,1,https://doi.org/10.1016/j.jmst.2021.09.005 ,,526,948,35,,,,
Nb20Ni20Ti20Co20Zr20,BCC,0,1,0,0,0,Annealing at 900 °C,1,dx.doi.org/10.1016/j.pnsc.2015.09.001,489.2,,,,213,55,,
Fe49.5Mn29.7Co9.9Cr9.9C1 ,FCC γ ,1,0,0,0,0,Annealing at 900°C,1,https://doi.org/10.1016/j.jmst.2021.09.005 ,,367,806,48,,,,
Al0.25CoCrFeNi ,,NA,NA,NA,NA,NA,Arc Melting ,1,missing ref,401.3,691,736,,,12.5,y,
Al0.5CoCrCuFeNi ,,NA,NA,NA,NA,NA,Arc Melting ,1,missing ref,399,1292,1406,,,6,y,
Al0.5CoCrFeMo0.3Ni ,,NA,NA,NA,NA,NA,Arc Melting ,1,missing ref,571,1091,2117,,,18,y,
AlCoCrCuFeNiMo0.2,FCC+BCC+α ,1,1,0,0,0,Arc melting ,1,https://doi.org/10.1016/j.vacuum.2020.109173 ,,,,,2640,1.2,,
AlCoCrCuFeNiMo0.2 ,FCC,1,0,0,0,0,Arc melting ,1,https://doi.org/10.1016/j.vacuum.2020.109173 ,,,,,2240,3.5,,
AlCoCrCuFeNiMo0.4,FCC+BCC+α ,1,1,0,0,0,Arc melting ,1,https://doi.org/10.1016/j.vacuum.2020.109173 ,,,,,2660,1.5,,
AlCoCrCuFeNiMo0.6,FCC+BCC+α ,1,1,0,0,0,Arc melting ,1,https://doi.org/10.1016/j.vacuum.2020.109173 ,,,,,2820,1.4,,
AlCoCrCuFeNiMo0.8,FCC+BCC+α ,1,1,0,0,0,Arc melting ,1,https://doi.org/10.1016/j.vacuum.2020.109173 ,,,,,2600,1.1,,
CoCrCu0.1FeMoNi,FCC+BCC,1,1,0,0,0,Arc melting ,1,https://doi.org/10.1016/j.vacuum.2020.109173 ,,,,,3012,51.6,,
CoCrCu0.3FeMoNi,FCC+BCC,1,1,0,0,0,Arc melting ,1,https://doi.org/10.1016/j.vacuum.2020.109173 ,,,,,1800,9,,
CoCrCu0.5FeMoNi,FCC1+FCC2+BCC,1,1,0,0,0,Arc melting ,1,https://doi.org/10.1016/j.vacuum.2020.109173 ,,,,,1900,20,,
CoCrCu0.8FeMoNi,FCC1+FCC2+BCC,1,1,0,0,0,Arc melting ,1,https://doi.org/10.1016/j.vacuum.2020.109173 ,,,,,1970,18,,
CoCrCu1FeMoNi,FCC1+FCC2+BCC,1,1,0,0,0,Arc melting ,1,https://doi.org/10.1016/j.vacuum.2020.109173 ,,,,,1750,12,,
CoCrFeMnNieC ,,NA,NA,NA,NA,NA,Arc Melting ,1,missing ref,,527,1616,,,1.84,y,
CoCrFeNiMo0.3,FCC,1,0,0,0,0,Arc melting ,1,https://doi.org/10.1016/j.vacuum.2020.109173 ,,,,,1269,58,,
CoCrFeNiMo0.5,FCC+σ,1,0,0,0,1,Arc melting ,1,https://doi.org/10.1016/j.vacuum.2020.109173 ,,,,,1371,33,,
CoCrFeNiMo0.85,FCC+σ+μ ,1,0,0,0,1,Arc melting ,1,https://doi.org/10.1016/j.vacuum.2020.109173 ,,,,,1441,21,,
FeNiCrCoAl,,NA,NA,NA,NA,NA,Arc Melting ,1,missing ref,,,,,2004.23,32.7,y,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,arc-melted,1,dx.doi.org/10.1016/j.msea.2015.02.072,,,,,200,100,,
Al0.6CoCrFeNi,FCC+BCC,1,1,0,0,0,arc-melted,1,dx.doi.org/10.1016/j.msea.2015.02.072,,,,,400,78,,
Al0.85CoCrFeNi,BCC,0,1,0,0,0,arc-melted,1,dx.doi.org/10.1016/j.msea.2015.02.072,,,,,1400,25,,
Al0.2Si0.2CrFeCoNiCu0.8,FCC,1,0,0,0,0,as cast,0,dx.doi.org/10.1016/j.matdes.2015.11.013,,,,,500,50,,
Al0.4Si0.2CrFeCoNCu0.6,FCC,1,0,0,0,0,as cast,0,dx.doi.org/10.1016/j.matdes.2015.11.013,,,,,550,50,,
Al0.5Si0.2CrFeCoNCu0.5,FCC+BCC,1,1,0,0,0,as cast,0,dx.doi.org/10.1016/j.matdes.2015.11.013,,,,,650,44,,
Al0.6Si0.2CrFeCoNCu0.4,BCC,0,1,0,0,0,as cast,0,dx.doi.org/10.1016/j.matdes.2015.11.013,,,,,1600,8,,
AlCoCrFeNi,BCC,0,1,0,0,0,as cast,0,http://repository.yu.edu.jo/bitstream/123456789/911/1/633659.pdf,570,,,,,,,
Al0.8Si0.2CrFeCoNCu0.2,BCC,0,1,0,0,0,as cast,0,dx.doi.org/10.1016/j.matdes.2015.11.013,,,,,1650,13,,
Al0.9Si0.2CrFeCoNCu0.1,BCC,0,1,0,0,0,as cast,0,dx.doi.org/10.1016/j.matdes.2015.11.013,,,,,1700,20,,
Al10Co25Cr8Fe15Ni36Ti6,FCC,1,0,0,0,0,as cast,0,http://repository.yu.edu.jo/bitstream/123456789/911/1/633659.pdf,340,,,,,,,
Al23Co15Cr23Cu8Fe15Ni16,BCC,0,1,0,0,0,as cast,0,http://repository.yu.edu.jo/bitstream/123456789/911/1/633659.pdf,625,,,,,,,
Al8Co17Cr17Cu8Fe17Ni33,FCC,1,0,0,0,0,as cast,0,http://repository.yu.edu.jo/bitstream/123456789/911/1/633659.pdf,260,,,,,,,
Al8Co18Cr14Cu8Fe17Ni33MoTiW,FCC,1,0,0,0,0,as cast,0,http://repository.yu.edu.jo/bitstream/123456789/911/1/633659.pdf,230,,,,,,,
AlCoCuCrFeNi,BCC,0,1,0,0,0,as cast,0,http://repository.yu.edu.jo/bitstream/123456789/911/1/633659.pdf,415,,,,,,,
 (CoCrFeNi)95(WMo)5,matrix+σ phase,0,0,0,0,1,As-cast,0,https://doi.org/10.1016/j.jallcom.2022.163774 ,,379,665,40.2,,,,
 (CoCrFeNi)97(WMo)3,matrix+σ phase,0,0,0,0,1,As-cast,0,https://doi.org/10.1016/j.jallcom.2022.163774 ,,268,507,51.8,,,,
(CoCrFeNi)89 (WMo)5(AlTi)6,matrix+σ phase,0,0,0,0,1,As-cast,0,https://doi.org/10.1016/j.jallcom.2022.163774 ,,450,600,10.6,,,,
(CoCrFeNi)91 (WMo)3(AlTi)6,matrix+σ phase,0,0,0,0,1,As-cast,0,https://doi.org/10.1016/j.jallcom.2022.163774 ,,402,570,23.1,,,,
(CoCrFeNi)93 (WMo)1(AlTi)6,matrix+σ phase,0,0,0,0,1,As-cast,0,https://doi.org/10.1016/j.jallcom.2022.163774 ,,257,496,38.9,,,,
(CoCrFeNi)99(WMo)1,matrix+σ phase,0,0,0,0,1,As-cast,0,https://doi.org/10.1016/j.jallcom.2022.163774 ,,216,444,52.4,,,,
Al20Cr10Nb15Ti20V25Zr10 ,B2,0,0,0,0,0,As-cast,0,https://doi.org/10.1016/j.matlet.2020.127372 ,665,,,,,,,
Al20Cr10Nb15Ti20V25Zr10 ,Eutectic C14 Laves + B2 ,0,0,1,0,0,As-cast,0,https://doi.org/10.1016/j.matlet.2020.127372 ,820,,,,,,,
AlCoCrFeNi ,FCC+BCC+σ,1,1,0,0,1,As-cast,0,https://doi.org/10.1016/j.jmst.2020.08.063 ,,,,,1348,12,,
Nb16.7Ni16.7Ti16.7Co16.7Zr16.7Hf16.7,FCC+BCC+NbNi intermetallic,1,1,0,0,0,As-cast,0,dx.doi.org/10.1016/j.pnsc.2015.09.001,515.5,,,,,,,
Nb20Ni20Ti20Co20Zr20,BCC,0,1,0,0,0,As-cast,0,dx.doi.org/10.1016/j.pnsc.2015.09.001,527.3,,,,,,,
TiZrNbTa ,BCC,0,1,0,0,0,As-cast,0,https://doi.org/10.1016/j.mtcomm.2022.103847 ,,940,,,,,,
TiZrNbTa ,BCC,0,1,0,0,0,As-cast,0,https://doi.org/10.1016/j.mtcomm.2022.103847 ,,1100,,,,,,
Al35Mg15Zn30Cu5Si15,FCC+Mg2Si,1,0,0,0,0,As-cast,0,https://doi.org/10.1016/j.jallcom.2021.163508 ,,,,,765,6.3,,
Al35Mg20Zn30Cu5Si10,FCC+Mg2Si,1,0,0,0,0,As-cast,0,https://doi.org/10.1016/j.jallcom.2021.163508 ,,,,,718,6.2,,
Al35Mg25Zn30Cu5Si5 ,FCC+Mg2Si,1,0,0,0,0,As-cast,0,https://doi.org/10.1016/j.jallcom.2021.163508 ,,,,,559,4.6,,
CoCrFeNiAl0.2 ,FCC,1,0,0,0,0,as-cast,0,https://doi.org/10.1016/j.jallcom.2021.163221 ,263,,,,1093,,,
CoCrFeNiAl0.2(TiC)0.06 ,FCC,1,0,0,0,0,as-cast,0,https://doi.org/10.1016/j.jallcom.2021.163221 ,409,,,,1724,,,
CoCrFeNiAl0.2(TiC)0.12,FCC,1,0,0,0,0,as-cast,0,https://doi.org/10.1016/j.jallcom.2021.163221 ,576,,,,1960,,,
CoCrFeNiAl0.2(TiC)0.2,FCC,1,0,0,0,0,as-cast,0,https://doi.org/10.1016/j.jallcom.2021.163221 ,1183,,,,2133,,,
NbTiZr ,BCC,0,1,0,0,0,As-cast,0,https://doi.org/10.1016/j.mtcomm.2022.103847 ,,975,,,,,,
NbTiZrV,BCC,0,1,0,0,0,As-cast,0,https://doi.org/10.1016/j.mtcomm.2022.103847 ,,1110,,,,,,
TiZrNbTa,BCC,0,1,0,0,0,As-cast,0,https://doi.org/10.1016/j.mtcomm.2022.103847 ,,957,,,,,,
AlCoCrFeNi2.1 ,FCC + BCC,1,1,0,0,0,As-cast ,0,https://doi.org/10.1016/j.jallcom.2021.162907 ,,412,1007,18.6,,,,
C0.05Hf0.25NbTaW0.5 ,BCC+FCC,1,1,0,0,0,as-cast ,0,https://doi.org/10.1016/j.jmst.2021.05.015 ,444,1192,,,,37.8,,
C0.15Hf0.25NbTaW0.5 ,BCC+FCC,1,1,0,0,0,as-cast ,0,https://doi.org/10.1016/j.jmst.2021.05.015 ,475,1265,,,,38.1,,
C0.1Hf0.25NbTaW0.5 ,BCC+FCC,1,1,0,0,0,as-cast ,0,https://doi.org/10.1016/j.jmst.2021.05.015 ,460,1230,,,,41.7,,
C0.25Hf0.25NbTaW0.5 ,BCC+FCC,1,1,0,0,0,as-cast ,0,https://doi.org/10.1016/j.jmst.2021.05.015 ,506,1317,,,,31.9,,
C0.2Hf0.25NbTaW0.5 ,BCC+FCC,1,1,0,0,0,as-cast ,0,https://doi.org/10.1016/j.jmst.2021.05.015 ,490,1293,,,,36.9,,
C0Hf0.25NbTaW0.5 ,BCC,0,1,0,0,0,as-cast ,0,https://doi.org/10.1016/j.jmst.2021.05.015 ,403,1037,,,,42.7,,
TiZrNbTa ,BCC,0,1,0,0,0,As-homogenised,0,https://doi.org/10.1016/j.mtcomm.2022.103847 ,,1220,,,,,,
Al0.5NbTiVZr,BCC+Laves,0,1,1,0,0,As-solidified,1,dx.doi.org/10.1179/1743284715Y.0000000032,470,,,,,,,
Al1.5NbTiVZr,BCC+Laves,0,1,1,0,0,As-solidified,1,dx.doi.org/10.1179/1743284715Y.0000000032,620,,,,,,,
AlNbTiVZr,BCC+Laves,0,1,1,0,0,As-solidified,1,dx.doi.org/10.1179/1743284715Y.0000000032,540,,,,,,,
CoCrFeNi,FCC,1,0,0,0,0,As-solidified,1,dx.doi.org/10.1016/j.jallcom.2013.12.210,134,140,488,83,,,,
CoCrFeNiMn,FCC,1,0,0,0,0,As-solidified,1,dx.doi.org/10.1016/j.jallcom.2013.12.210,170,215,491,71,,,,
CoCrFeNiMnV,FCC,1,0,0,0,0,As-solidified,1,dx.doi.org/10.1016/j.jallcom.2013.12.210,650,,90,0,,,,
